rosbagTimestamp,data
1665094044722246615,23961600
1665094045741888189,23961600
1665094046787519742,25878528
1665094047809728623,25878528
1665094048833775054,25878528
1665094049872659055,25878528
1665094050904761892,25878528
1665094051927913563,25878528
1665094052955865499,25878528
1665094053985869004,25878528
1665094055019862801,25878528
1665094056047836372,25878528
1665094057070293863,24334336
1665094058095906134,24485888
1665094059129267174,24813568
1665094060153410245,24424448
1665094061192706214,24399872
1665094062217056595,24379392
1665094063240947056,24285184
1665094064272066332,24932352
1665094065308159868,24485888
1665094066340355661,24383488
1665094067372136799,24485888
1665094068397926729,24375296
1665094069426696721,24408064
1665094070463860343,24416256
1665094071494339722,24399872
1665094072520215378,24485888
1665094073555110841,24485888
1665094074591073550,24408064
1665094075622061271,24334336
1665094076647055300,24375296
1665094077676091799,24268800
1665094078707707621,24342528
1665094079738861073,24383488
1665094080762016451,24260608
1665094081785234197,24231936
1665094082814548930,24367104
1665094083840399586,24236032
1665094084882660222,24408064
1665094085913783304,24399872
1665094086942286796,24260608
1665094087967573572,24485888
1665094088995629015,24383488
1665094090022631671,24383488
1665094091053127896,24383488
1665094092078677055,24440832
1665094093111981281,26103808
1665094094148326744,24485888
1665094095191780209,24367104
1665094096218625901,24481792
1665094097248483808,24485888
1665094098280600577,24465408
1665094099309842635,24367104
1665094100339568312,24367104
1665094101377579516,24354816
1665094102405499069,26103808
1665094103437223670,24485888
1665094104465859895,24571904
1665094105491827508,24428544
1665094106521330150,24506368
1665094107559850784,24625152
1665094108592785991,24498176
1665094109621673217,24530944
1665094110649319664,24473600
1665094111672360541,24625152
1665094112705434192,24625152
1665094113738275718,24625152
1665094114784129870,24473600
1665094115814368140,24465408
1665094116850492176,24375296
1665094117875799994,24461312
1665094118899737520,24489984
1665094119929400384,24375296
1665094120957390017,26157056
1665094121998912245,24539136
1665094123027376099,24580096
1665094124056967418,24530944
1665094125087833695,24489984
1665094126124171977,24498176
1665094127153224689,24391680
1665094128179136081,24539136
1665094129202424573,24571904
1665094130233557724,24768512
1665094131274907755,24375296
1665094132318704704,24506368
1665094133351786952,24498176
1665094134381458014,24625152
1665094135421115180,24625152
1665094136453245199,24625152
1665094137485314189,24375296
1665094138512258117,24625152
1665094139546746697,24481792
1665094140577443807,24510464
1665094141620284435,24391680
1665094142646556638,24383488
1665094143682038106,24399872
1665094144723800004,24268800
1665094145745884088,24399872
1665094146784896777,24510464
1665094147817680127,24510464
1665094148846572128,24383488
1665094149873841513,24244224
1665094150915349723,24510464
1665094151952388971,24510464
1665094152983370971,24510464
1665094154007073679,24510464
1665094155048785474,24510464
1665094156084067571,24510464
1665094157122997785,24301568
1665094158166407265,24510464
1665094159221761366,24416256
1665094160252653295,24481792
1665094161290248393,24510464
1665094162326383982,24510464
1665094163374577619,24465408
1665094164398267100,24276992
1665094165422019053,24481792
1665094166465093804,24416256
1665094167495330201,24252416
1665094168517757259,24510464
1665094169565063940,24444928
1665094170598413607,24268800
1665094171629723608,24424448
1665094172660282341,24510464
1665094173679824091,24440832
1665094174720751001,24498176
1665094175753975014,24358912
1665094176778675691,24510464
1665094177810166444,24367104
1665094178837751364,24510464
1665094179870073177,24510464
1665094180918778277,24432640
1665094181959996800,24432640
1665094182987038401,26177536
1665094184021939413,24510464
1665094185056824188,24424448
1665094186087084276,24510464
1665094187124252648,24260608
1665094188163018929,24428544
1665094189206472973,24342528
1665094190243625892,24965120
1665094191278044133,24428544
1665094192310223850,24428544
1665094193339346938,24428544
1665094194371559046,24276992
1665094195415087937,24428544
1665094196449584150,24358912
1665094197475995381,24428544
1665094198509238634,24350720
1665094199552691502,24428544
1665094200585503958,24428544
1665094201615250557,24428544
1665094202645279671,24301568
1665094203711382156,24428544
1665094204735572293,25964544
1665094205772990637,24346624
1665094206806554372,24428544
1665094207851161682,24428544
1665094208883892235,24367104
1665094209928188883,24236032
1665094210961008506,24350720
1665094211992133711,24428544
1665094213029876282,24211456
1665094214062551529,24227840
1665094215102404481,24363008
1665094216130376008,24326144
1665094217164515209,24375296
1665094218191479225,26046464
1665094219243793696,24428544
1665094220269152029,26046464
1665094221295896412,26046464
1665094222346494158,26046464
1665094223372794305,26046464
1665094224414088496,26046464
1665094225448018905,26046464
1665094226484074430,26046464
1665094227517824378,26046464
1665094228546066905,26046464
