,,,,,,,
Time,X,Y,Z,Orientation_X,Orientation_Y,Orientation_Z,Orientation_W
1732314468.41905,-0.08973687369862,-0.048177417556496,-0.032102512127964,-0.022624501673586,0.060055942712371,-0.083095176035079,0.99447302999561
1732314468.47224,-0.573718811035195,0.073668480542744,-0.019113449153907,-0.014968310989738,0.040229608685107,-0.088314960341953,0.995167320620486
1732314468.51954,-0.540018892683559,0.051917417177119,-0.031757875962685,-0.005183612250984,0.036798554491839,-0.093621767735028,0.994914047120409
1732314468.56147,-0.579506213857943,0.046863381666465,-0.039701296676604,-0.001330759644466,0.039243663247979,-0.101932059518967,0.994016106114921
1732314468.67451,-0.66004457244202,0.053506765802567,-0.032016241789201,-0.003956467110155,0.04238171770834,-0.12342179989541,0.991440969338404
1732314468.7304,-0.716338875162194,0.063775582517098,-0.028551134541413,-0.006508419522801,0.047974212139659,-0.136721236626597,0.989425802625032
1732314468.87268,-0.826967848125208,0.090167671704543,-0.011214594672954,-0.011292124501442,0.053456345963232,-0.15053112451339,0.987094366083221
1732314468.93565,-0.870140741698427,0.106363855978238,-0.011513832007745,-0.01303902821912,0.054891735162893,-0.152764525170428,0.986650840471624
1732314469.07756,-0.975263813379505,0.132868657910544,-0.013219459753719,-0.022138632092825,0.066011582600398,-0.142112771366611,0.987398760454028
1732314469.13414,-0.991822390678479,0.140416428230835,-0.014384642120287,-0.021036481306026,0.066703145243112,-0.137638138594082,0.988010070633541
1732314469.27565,-1.061084106118,0.154634309586724,-0.011946247145698,-0.013156690383926,0.054122735487968,-0.130612581406238,0.989867660134343
1732314469.33882,-1.07674326224189,0.153353489118929,-0.015454227550978,-0.009805814997056,0.050943144746999,-0.135535854012132,0.98941329800682
1732314469.475,-1.14799932815258,0.165618962532346,-0.01573722980672,0.005147178852874,0.044353783109103,-0.139947416745817,0.989151641064169
1732314469.53511,-1.17925287854428,0.170046322555862,-0.020805623727151,0.011388434745691,0.039242690006863,-0.146561174206051,0.98835729220278
