rosbagTimestamp,data
1662658079451699843,14610432
1662658080482261652,14610432
1662658081513465370,14610432
1662658082537107717,15314944
1662658083569920295,27099136
1662658084602719890,27938816
1662658085635795326,27934720
1662658086675090791,29618176
1662658087704755068,31019008
1662658088730251108,27934720
1662658089756970930,27942912
1662658090798217979,27947008
1662658091835051523,27947008
1662658092866972731,28131328
1662658093901799435,28839936
1662658094928795476,27979776
1662658095957725381,29872128
1662658096979977005,28528640
1662658098029126095,29306880
1662658099063790498,27435008
1662658100103113666,28295168
1662658101133786006,29646848
1662658102162334680,29298688
1662658103192870441,30363648
1662658104238636264,29990912
1662658105273662393,30474240
1662658106298224190,29327360
1662658107348068377,29208576
1662658108384251738,31952896
1662658109425671766,28971008
1662658110452617635,29138944
1662658111474823472,31813632
1662658112503738094,28991488
1662658113534422053,29732864
1662658114575951077,30461952
1662658115625863519,29810688
1662658116657858961,30969856
1662658117700031577,29122560
1662658118740349831,29941760
1662658119785337440,28598272
1662658120811522350,31096832
1662658121845758559,29138944
1662658122878810280,29163520
1662658123907214597,29970432
1662658124935575426,30560256
1662658125982349992,29773824
1662658127016444458,34369536
1662658128047419447,30425088
1662658129071087674,31268864
1662658130103104692,30674944
1662658131125390662,28688384
1662658132152676910,29736960
1662658133198198927,28913664
1662658134229534375,32202752
1662658135257386758,30687232
1662658136283783609,34541568
1662658137306938157,33128448
1662658138342132229,30806016
1662658139381985464,32485376
1662658140458140101,28454912
1662658141493448188,29933568
1662658142525052734,30535680
1662658143550705259,29528064
1662658144594048661,31453184
1662658145637850048,30191616
1662658146671150098,31117312
1662658147720584337,29679616
1662658148755819016,30998528
1662658149796781520,31006720
1662658150825766645,31596544
1662658151849276752,33677312
1662658152880034403,33566720
1662658153905446592,31186944
1662658154950096770,31952896
1662658155979324399,33304576
1662658157018293297,29626368
1662658158068032874,33943552
1662658159118565469,32575488
1662658160146327578,33927168
1662658161183183984,32296960
1662658162230968964,30871552
1662658163280033620,31174656
1662658164311561480,32952320
1662658165344101182,34144256
1662658166384526588,30973952
1662658167420339516,31064064
1662658168436213439,33583104
1662658169475660320,32530432
1662658170528015981,32784384
1662658171571748579,32350208
1662658172619642635,29945856
1662658173677743799,31322112
1662658174713420954,30347264
1662658175746027999,31637504
1662658176794500207,31064064
1662658177823907192,33042432
1662658178857741607,30986240
1662658179879224367,34054144
1662658180905561384,30339072
1662658181937531625,30244864
1662658182971256367,32653312
1662658184052394950,33460224
1662658185083014358,30445568
1662658186112689620,31051776
1662658187141704981,31047680
1662658188171798148,30404608
1662658189226782886,29143040
1662658190259945058,28356608
1662658191310176577,31010816
1662658192349786467,32137216
1662658193396156151,32169984
1662658194450165132,31551488
1662658195490084520,29208576
1662658196530274959,30474240
1662658197561232542,33247232
1662658198616183793,33239040
1662658199658207494,28950528
1662658200695059421,30400512
1662658201737119199,31027200
1662658202769212880,31076352
1662658203809011776,31080448
1662658204838773118,33046528
1662658205877246838,33800192
1662658206907421665,31358976
1662658207945038979,29683712
1662658208993785477,31109120
1662658210026867115,31084544
1662658211059945000,31334400
1662658212084657937,30195712
1662658213125836859,28381184
1662658214169546327,28794880
1662658215199427438,30629888
1662658216262535695,28983296
1662658217307013296,32493568
1662658218340216708,30785536
1662658219380176575,32342016
1662658220426007023,30773248
1662658221467296901,31297536
1662658222498296938,30834688
1662658223548674080,31518720
1662658224586747694,31838208
1662658225622683583,32718848
1662658226651775972,30445568
1662658227689063026,32350208
1662658228711547538,33157120
