,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,rmse,cpu_mean,memory_mean,mean_translation _error
0,0,0,0,0,0,0,0,0,38.25896267013831,8.806261529799631,29531616.88397789,1.8626973548805927
