rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1662326013396459119,,32,,1624528739,907069921,'',,,3.29,2.15,2.11,,0.0,0.0,0.0,1.0
1662326013796497938,,33,,1624528740,7009983,'',,,3.29,2.15,2.1,,0.0,0.0,0.0,1.0
1662326014196135841,,34,,1624528740,107004880,'',,,3.28,2.15,2.05,,0.0,0.0,0.0,1.0
1662326014596459623,,35,,1624528740,206990957,'',,,3.28,2.14,2.08,,0.0,0.0,0.0,1.0
1662326014995523092,,36,,1624528740,306854963,'',,,3.27,2.13,1.82,,0.0,0.0,0.0,1.0
1662326015395905436,,37,,1624528740,406877040,'',,,3.27,2.13,1.89,,0.0,0.0,0.0,1.0
1662326015798243452,,38,,1624528740,507483005,'',,,3.27,2.13,1.94,,0.0,0.0,0.0,1.0
1662326016195844912,,39,,1624528740,606888055,'',,,3.28,2.14,2.0,,0.0,0.0,0.0,1.0
1662326016597775282,,40,,1624528740,707264900,'',,,3.28,2.15,2.05,,0.0,0.0,0.0,1.0
1662326016995431554,,41,,1624528740,806797981,'',,,3.28,2.14,2.1,,0.0,0.0,0.0,1.0
1662326017400708385,,42,,1624528740,908087015,'',,,3.29,2.14,2.08,,0.0,0.0,0.0,1.0
1662326017796658672,,43,,1624528741,7086038,'',,,3.28,2.13,2.11,,0.0,0.0,0.0,1.0
1662326018196694617,,44,,1624528741,107081890,'',,,3.28,2.14,2.15,,0.0,0.0,0.0,1.0
1662326018597463443,,45,,1624528741,207267999,'',,,3.27,2.13,2.16,,0.0,0.0,0.0,1.0
1662326018996854743,,46,,1624528741,307101964,'',,,3.27,2.13,2.17,,0.0,0.0,0.0,1.0
1662326019396077727,,47,,1624528741,406889915,'',,,3.22,2.11,1.88,,0.0,0.0,0.0,1.0
1662326019798364911,,48,,1624528741,507575035,'',,,3.22,2.12,1.96,,0.0,0.0,0.0,1.0
1662326020194849791,,49,,1624528741,606622934,'',,,3.18,2.12,1.75,,0.0,0.0,0.0,1.0
1662326020596644574,,50,,1624528741,707071065,'',,,3.17,2.12,1.58,,0.0,0.0,0.0,1.0
1662326020998677304,,51,,1624528741,806991100,'',,,3.16,2.12,1.73,,0.0,0.0,0.0,1.0
1662326021396750255,,52,,1624528741,906989097,'',,,3.13,2.12,1.84,,0.0,0.0,0.0,1.0
1662326021795994014,,53,,1624528742,6800889,'',,,3.11,2.14,1.98,,0.0,0.0,0.0,1.0
