rosbagTimestamp,data
1663605288577752682,184958976
1663605289602408979,184958976
1663605290624619834,184958976
1663605291648699422,184958976
1663605292671821536,184958976
1663605293695929902,184958976
1663605294719521170,184958976
1663605295743571658,184958976
1663605296762603271,184958976
1663605297799926153,187748352
1663605298838650715,192040960
1663605299887615296,192311296
1663605300909192253,193200128
1663605301928768582,193466368
1663605302953613905,193466368
1663605303993810358,193736704
1663605305019983198,194277376
1663605306052228589,194572288
1663605307078840911,193515520
1663605308104882693,193585152
1663605309127229070,193331200
1663605310174299695,194428928
1663605311199691686,194428928
1663605312220032166,194428928
1663605313238813160,194969600
1663605314279389795,194969600
1663605315318098318,194969600
1663605316337172470,195239936
1663605317363787065,193789952
1663605318389145591,194060288
1663605319420458398,194060288
1663605320448866031,194080768
1663605321472973256,194080768
1663605322498097190,194080768
1663605323518769519,194080768
1663605324572514509,194080768
1663605325599779026,194080768
1663605326622968018,196521984
1663605327649303454,196521984
1663605328676572394,196521984
1663605329706997336,196521984
1663605330743815170,196521984
1663605331763173403,196521984
1663605332785620903,196521984
1663605333811218544,196521984
1663605334838488148,196521984
1663605335875880118,196521984
1663605336897373607,196521984
1663605337920152332,196521984
1663605338942552308,196521984
1663605339971811549,197603328
1663605341024046641,197603328
1663605342051032769,197603328
1663605343071084706,197603328
1663605344090789859,197603328
1663605345126916240,197603328
1663605346166917095,197603328
1663605347189939397,196456448
1663605348212189738,196456448
1663605349230646746,198221824
1663605350257873381,198221824
1663605351286112873,196612096
1663605352313008659,196612096
1663605353346866430,196612096
1663605354373358974,196612096
1663605355399448181,197423104
1663605356442794462,197423104
1663605357463072745,197423104
1663605358493987075,197423104
1663605359519017035,197423104
1663605360546923326,197423104
1663605361580949314,197423104
1663605362611236349,197423104
1663605363637111631,197423104
1663605364656596751,197423104
1663605365698929183,198234112
1663605366726917084,198234112
1663605367764792331,198234112
1663605368785700247,198234112
1663605369810928062,198234112
1663605370853376224,198234112
1663605371887056364,198234112
1663605372908578873,198234112
1663605373933371123,198234112
1663605374956134922,198234112
1663605375977837089,198234112
1663605377008557887,198234112
1663605378038170819,198234112
1663605379065442002,198234112
1663605380086236446,198504448
1663605381103854591,198504448
1663605382122939910,198504448
1663605383169920169,198504448
1663605384197418549,198504448
1663605385222746720,198504448
1663605386243411048,198504448
1663605387266421634,198504448
1663605388315691511,200126464
1663605389345164835,200126464
1663605390373253933,200126464
1663605391394601845,200126464
1663605392417383910,200126464
1663605393448275330,200126464
1663605394492339021,200126464
1663605395515048366,200126464
1663605396536837121,200126464
1663605397567456830,200126464
1663605398595716442,200126464
1663605399632661562,200126464
1663605400654449062,200126464
1663605401678760834,200126464
1663605402703543634,200126464
1663605403757715843,200126464
1663605404804592958,200126464
1663605405838215050,200126464
1663605406867840325,200126464
1663605407903446090,200126464
1663605408932307999,200126464
1663605409979642843,200126464
1663605411025465869,200126464
1663605412104302765,200126464
1663605413163809117,200126464
1663605414190287375,200126464
1663605415213462569,200126464
1663605416248410851,200126464
1663605417284042689,200126464
1663605418316160916,200126464
1663605419345701114,200126464
1663605420383536510,200126464
1663605421419925876,200126464
1663605422440381931,200126464
1663605423465609748,200126464
1663605424493374322,200126464
1663605425530581332,200126464
1663605426565082246,200126464
1663605427590028211,200126464
1663605428612186280,200126464
1663605429637970240,200126464
1663605430671158904,200126464
1663605431695417023,200126464
1663605432718873063,200126464
1663605433738273166,200126464
1663605434763254270,200126464
1663605435785723260,200126464
1663605436819213852,200126464
1663605437857690662,200126464
1663605438877147457,200126464
1663605439895945343,200126464
1663605440920592337,200126464
1663605441976673875,200396800
1663605442996889906,200396800
1663605444023621755,200396800
1663605445044219733,200667136
1663605446076969862,200667136
1663605447108252115,200667136
1663605448144180586,200667136
1663605449165733163,200667136
1663605450193392137,200667136
1663605451210479082,200667136
1663605452264647881,200667136
1663605453297212642,200667136
1663605454322233289,200667136
1663605455355294099,200667136
1663605456384825985,200667136
1663605457417735773,200667136
1663605458442851775,200667136
1663605459466383545,200667136
1663605460486452926,198856704
1663605461510488827,200478720
1663605462546173346,200478720
1663605463580345426,200478720
1663605464600917878,200478720
1663605465626440901,200478720
1663605466651321309,200478720
1663605467705216504,200478720
1663605468728742619,200478720
1663605469746916465,200478720
1663605470775268326,200478720
1663605471798145051,200478720
1663605472838906855,200478720
1663605473869832946,200478720
1663605474898147756,200478720
1663605475923460480,200478720
1663605476973216147,200478720
1663605477996783964,201560064
1663605479022875714,201560064
1663605480043214228,201560064
