rosbagTimestamp,data
1662565032423551164,11964416
1662565033452416183,11964416
1662565034473936140,11964416
1662565035500243723,11964416
1662565036524575696,11964416
1662565037549509548,11964416
1662565038574877772,11964416
1662565039596158332,11964416
1662565040619581367,11964416
1662565041644190943,11964416
1662565042669547381,11964416
1662565043689436311,11964416
1662565044712638405,11964416
1662565045738441383,11964416
1662565046758845600,11964416
1662565047785566347,11964416
1662565048809016905,11964416
1662565049827095269,11964416
1662565050851728816,11964416
1662565051873663522,11964416
1662565052901292631,11964416
1662565053928487631,11964416
1662565054952254853,11964416
1662565055972862923,11964416
1662565056998212860,11964416
1662565058020066812,11964416
1662565059046243734,12595200
1662565060070548659,12595200
1662565061098696031,12595200
1662565062123264008,12595200
1662565063142559308,12595200
1662565064168321836,12595200
1662565065190315090,12595200
1662565066213731290,12595200
1662565067241070458,12595200
1662565068262100749,12595200
1662565069288023892,12595200
1662565070309522411,12595200
1662565071334537048,12595200
1662565072361679938,12595200
1662565073382419491,12595200
1662565074405349401,12595200
1662565075428406249,12595200
1662565076450686027,12595200
1662565077473691548,12595200
1662565078498861077,12595200
1662565079528385204,12595200
1662565080555370727,12595200
1662565081581957069,12595200
1662565082604237180,12595200
1662565083626660978,12595200
1662565084649405591,12595200
1662565085674934620,12595200
1662565086708625904,12595200
1662565087733472501,12595200
1662565088755973999,12595200
1662565089778287977,12595200
1662565090803042761,12595200
1662565091822778771,12595200
1662565092847751684,12595200
1662565093871720927,12595200
1662565094893630418,12595200
1662565095916148057,12595200
1662565096937661207,12595200
1662565097963042822,12595200
1662565098987683007,12595200
1662565100012071403,12595200
1662565101035308353,12595200
1662565102059729598,12595200
1662565103079492869,12595200
1662565104103735348,12595200
1662565105121775658,12595200
1662565106147170194,12595200
1662565107171620121,12595200
1662565108196384249,12595200
1662565109219061593,12595200
1662565110239321492,12595200
1662565111265476562,12595200
1662565112292737843,12595200
1662565113319629989,12595200
1662565114344525746,12595200
1662565115367542697,12595200
1662565116392754662,12595200
1662565117413542279,12595200
1662565118436618313,12595200
1662565119463601121,12595200
1662565120488947473,12595200
1662565121514063625,12595200
1662565122538217932,12595200
1662565123556314148,12595200
1662565124582794474,12595200
1662565125610705356,12595200
1662565126635994165,12595200
1662565127661679161,12595200
1662565128689832591,12595200
1662565129712399970,12595200
1662565130736870889,12595200
1662565131765150408,12595200
1662565132787240888,12595200
1662565133815912968,12595200
1662565134840955924,12595200
1662565135859674201,12595200
1662565136883205149,12795904
1662565137907521809,12771328
1662565138932421680,12660736
1662565139957285412,12840960
1662565140980766918,12709888
1662565142008965536,12607488
1662565143031119183,12775424
1662565144060781670,12636160
1662565145088887886,12795904
1662565146117200562,12632064
1662565147141976786,12775424
1662565148163268955,12603392
1662565149185893924,12742656
1662565150213049721,12877824
1662565151236803651,12689408
1662565152263146211,12812288
1662565153288803952,12607488
1662565154311605351,12730368
1662565155333996795,12840960
1662565156358776155,12623872
1662565157382837005,12722176
1662565158409804026,12754944
1662565159434330801,12853248
1662565160456184470,12877824
1662565161476586907,12693504
1662565162500304180,12767232
1662565163526566918,12771328
1662565164555232239,12836864
1662565165578718853,12836864
1662565166600893632,12627968
1662565167625181957,12951552
1662565168646534384,12656640
1662565169671654690,12967936
1662565170698390247,12668928
1662565171723871611,12705792
1662565172748407654,12738560
1662565173770592563,12681216
1662565174794036358,12967936
1662565175813151377,12906496
1662565176839680289,12648448
1662565177866448401,12840960
1662565178891893082,12840960
1662565179919495131,12836864
1662565180941849918,12738560
1662565181963048486,13000704
1662565182988222971,12894208
1662565184010962497,12869632
1662565185033451931,12845056
1662565186064050320,12709888
1662565187085964823,12955648
1662565188109799062,12816384
1662565189130470257,12775424
1662565190153222122,12996608
1662565191179091341,12832768
1662565192204438499,12783616
1662565193239196325,12886016
1662565194256555238,12820480
1662565195276260055,12902400
1662565196298650519,12824576
1662565197324444402,13012992
1662565198348521218,12816384
1662565199371215170,13000704
1662565200398993430,12783616
1662565201417472014,12955648
1662565202436824474,12845056
1662565203464430417,12890112
1662565204487738970,13049856
1662565205511269181,12804096
1662565206539127753,12816384
1662565207566443537,13086720
1662565208587293082,13086720
1662565209608230001,13086720
1662565210630338963,13086720
1662565211654447114,12800000
1662565212681078098,13049856
1662565213707489567,12906496
