rosbagTimestamp,data
1663692391768988345,0.0
1663692392781734838,0.0
1663692393818716616,3.90000009537
1663692394844791969,13.6000003815
1663692395869530208,12.6999998093
1663692396891873605,12.6999998093
1663692397915996485,12.6999998093
1663692398932999895,14.8000001907
1663692399954733110,14.6999998093
1663692400974362087,13.8000001907
1663692401987487368,14.8000001907
1663692403006876719,14.6999998093
1663692404028170631,15.6999998093
1663692405054576902,13.6000003815
1663692406076173775,13.6999998093
1663692407093592289,14.6999998093
1663692408114271519,12.6999998093
1663692409132280658,15.6999998093
1663692410148327621,12.8000001907
1663692411169190716,13.6999998093
1663692412185899063,12.8000001907
1663692413208463562,14.6999998093
1663692414234201106,11.6999998093
1663692415261917201,13.6000003815
1663692416282984673,13.6999998093
1663692417303276414,12.6999998093
1663692418318556208,13.8000001907
1663692419335690739,13.8000001907
1663692420362430181,14.6000003815
1663692421394303718,13.6000003815
1663692422414355445,14.6999998093
1663692423434427059,13.6999998093
1663692424451826018,14.6999998093
1663692425468435914,12.8000001907
1663692426487506237,13.6999998093
1663692427511567964,12.6999998093
1663692428535548185,13.6999998093
1663692429552654024,13.8000001907
1663692430575906426,12.6999998093
1663692431596368830,13.6999998093
1663692432617235643,13.6999998093
1663692433637658373,13.6999998093
1663692434659919405,12.6999998093
1663692435679758600,13.6999998093
1663692436704341056,14.6000003815
1663692437723953130,14.6999998093
1663692438748237384,12.6999998093
1663692439769084498,12.6999998093
1663692440789224329,14.6999998093
1663692441810818494,13.6999998093
1663692442825461434,12.8000001907
1663692443839665740,13.8000001907
1663692444859995866,14.6999998093
1663692445880865056,15.6999998093
1663692446903655228,13.6999998093
1663692447927646374,13.6000003815
1663692448954193209,14.6000003815
1663692449974904229,14.6999998093
1663692450996139608,12.6999998093
1663692452011624319,12.8000001907
1663692453034867501,14.6999998093
1663692454055134171,14.6999998093
1663692455079809054,12.6999998093
1663692456114379470,14.5
1663692457139289574,14.6000003815
1663692458160327341,14.6999998093
1663692459195977820,15.5
1663692460217461902,14.6999998093
1663692461242328941,14.6000003815
1663692462266318745,13.6999998093
1663692463285791323,13.6999998093
1663692464305887948,12.6999998093
1663692465329265465,13.6999998093
1663692466352382380,13.6999998093
1663692467377183642,15.6000003815
1663692468398553070,13.6999998093
1663692469421361056,14.6999998093
1663692470439303192,15.6999998093
1663692471459830463,13.6999998093
1663692472478068961,12.8000001907
1663692473498393187,14.6999998093
1663692474529915476,15.5
1663692475560270488,15.5
1663692476586890945,13.6999998093
1663692477602747095,15.6999998093
1663692478617809938,12.8000001907
1663692479638272279,15.6999998093
1663692480671334209,12.6999998093
1663692481694662542,16.3999996185
1663692482716993928,14.6999998093
1663692483746107808,12.6000003815
1663692484765629367,13.6999998093
1663692485791831186,15.6000003815
1663692486818167761,15.6999998093
1663692487830776734,13.8000001907
1663692488855516431,14.6000003815
1663692489876745068,14.6999998093
1663692490895598399,14.6999998093
1663692491916284184,15.6999998093
1663692492939922578,13.6999998093
1663692493962942610,12.6999998093
1663692494986486272,14.6999998093
1663692496004118436,13.6999998093
1663692497021586686,14.6999998093
1663692498040892266,12.8000001907
1663692499065780450,14.6000003815
1663692500082205047,14.8000001907
1663692501097817847,13.8000001907
1663692502118218292,13.6999998093
1663692503139108996,14.6999998093
1663692504167265069,13.6999998093
1663692505184550202,15.6000003815
1663692506210630370,13.6000003815
1663692507233929670,13.6999998093
1663692508253012365,15.6999998093
1663692509269109971,14.8000001907
1663692510284342047,13.8000001907
1663692511299267412,14.8000001907
1663692512314398282,12.8000001907
1663692513330857154,12.8000001907
1663692514351240050,14.6999998093
1663692515375082110,14.6000003815
1663692516389298949,13.8000001907
1663692517410819451,14.6999998093
1663692518437337132,14.6000003815
1663692519458584878,12.6999998093
1663692520479423672,13.6999998093
1663692521500186849,14.6999998093
1663692522522608024,14.6999998093
1663692523541609202,14.6999998093
1663692524570768801,15.5
1663692525599146155,13.6000003815
1663692526619334163,14.6999998093
1663692527637415610,13.6999998093
1663692528653745766,15.6999998093
1663692529670844526,13.8000001907
1663692530693752893,13.6999998093
1663692531718053147,14.6000003815
1663692532738272838,14.6999998093
1663692533765157188,15.6000003815
1663692534783461843,14.6999998093
1663692535802706055,13.6999998093
1663692536822551856,13.6999998093
1663692537838661323,14.8000001907
1663692538860012556,16.6000003815
1663692539884846269,16.6000003815
1663692540908458988,14.6999998093
1663692541929581898,14.6999998093
1663692542949092338,14.6999998093
1663692543965149593,14.8000001907
1663692544984736096,15.6999998093
1663692546013127548,14.6000003815
1663692547033074440,13.6999998093
1663692548055369265,14.6999998093
1663692549088353828,14.5
1663692550118714102,13.6000003815
1663692551133370806,14.8000001907
1663692552149860304,15.6999998093
1663692553174839044,12.6999998093
1663692554196927464,14.6999998093
1663692555217177208,13.6999998093
1663692556236934447,13.6999998093
1663692557261855398,13.6999998093
1663692558284237873,14.6999998093
1663692559305592843,13.6999998093
1663692560327158453,14.6999998093
1663692561350523453,13.6999998093
1663692562374113398,15.6000003815
1663692563404444959,15.5
1663692564423704348,13.6999998093
1663692565445813452,15.6999998093
1663692566468107510,13.6999998093
1663692567488457707,13.6999998093
1663692568508904738,13.6999998093
1663692569529051187,15.6999998093
1663692570546662394,15.6999998093
1663692571570954041,13.6999998093
1663692572593393623,14.6999998093
1663692573619268349,14.6000003815
1663692574634648616,14.8000001907
1663692575649216818,7.90000009537
