,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,rmse,cpu_mean,memory_mean,mean_translation _error
0,0,0,0,0,0,0,0.8006781690617324,47.188644734073,173369411.51648402,0.8048023570347205
