,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,rmse,cpu_mean,memory_mean,mean_translation _error
0,0,0,0,0.0380577579395413,18.3111111718296,117977836.731183,0.20982640163622765
